sample_alias;host_scientific_name;host_sex;sample_site_ID;suborder_host;latitude;geographic_location_country;longitude;host_tax_id;collection_date;sample_title;sample_description;project_name;env_broad_scale;env_local_scale;env_medium;geo_loc_name;Elevation;scientific_name;tax_id
MEP1-H3;Chorthippus_parallelus;F;B6;Caelifera;46.26808856;Switzerland;7.107608205;37639;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1836;insect metagenome;1234904
MEP1-H4;Stenobothrus_lineatus;F;B1;Caelifera;46.25719122;Switzerland;7.022405752;355390;16.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;601;insect metagenome;1234904
MEP1-H5;Chorthippus_biguttulus;F;B3;Caelifera;46.27362922;Switzerland;7.048341589;270253;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1056;insect metagenome;1234904
MEP1-H6;Pholidoptera_griseoaptera;F;B5.1;Ensifera;46.28508505;Switzerland;7.124605796;302092;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1361;insect metagenome;1234904
MEP1-H7;Gomphocerippus_rufus;M;B1;Caelifera;46.25719122;Switzerland;7.022405752;58560;02.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;601;insect metagenome;1234904
MEP1-H8;Oedipoda_caerulescens;M;B2;Caelifera;46.26847275;Switzerland;7.032514702;58615;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP1-H9;Euthystira_brachyptera;M;B7;Caelifera;46.27627826;Switzerland;7.155130793;294354;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2074;insect metagenome;1234904
MEP2-A10;Ruspolia_nitidula;M;B2;Ensifera;46.26847275;Switzerland;7.032514702;62786;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP2-A11;Stauroderus_scalaris;M;B5.2;Caelifera;46.29094315;Switzerland;7.112594383;7019;15.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1712;insect metagenome;1234904
MEP2-A12;Chorthippus_biguttulus;M;B6;Caelifera;46.26808856;Switzerland;7.107608205;270253;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1836;insect metagenome;1234904
MEP2-A2;Stauroderus_scalaris;M;B5.1;Caelifera;46.28508505;Switzerland;7.124605796;7019;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1361;insect metagenome;1234904
MEP2-A3;Gomphocerippus_rufus;F;B2;Caelifera;46.26847275;Switzerland;7.032514702;58560;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP2-A4;Miramella_alpina;F;B7;Caelifera;46.27627826;Switzerland;7.155130793;150816;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2074;insect metagenome;1234904
MEP2-A5;Euthystira_brachyptera;M;B7;Caelifera;46.27627826;Switzerland;7.155130793;294354;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2074;insect metagenome;1234904
MEP2-A6;Pholidoptera_griseoaptera;F;B1;Ensifera;46.25719122;Switzerland;7.022405752;302092;16.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;601;insect metagenome;1234904
MEP2-A7;Metrioptera_roeselii;M;B5.2;Ensifera;46.29094315;Switzerland;7.112594383;494379;15.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1712;insect metagenome;1234904
MEP2-A8;Anonconotus_alpinus;M;B7;Ensifera;46.27627826;Switzerland;7.155130793;2895733;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2074;insect metagenome;1234904
MEP2-A9;Stenobothrus_lineatus;M;B2;Caelifera;46.26847275;Switzerland;7.032514702;355390;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP2-B10;Metrioptera_roeselii;F;B5.1;Ensifera;46.28508505;Switzerland;7.124605796;494379;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1361;insect metagenome;1234904
MEP2-B11;Mecostethus_parapleurus;M;B5.1;Caelifera;46.28508505;Switzerland;7.124605796;243010;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1361;insect metagenome;1234904
MEP2-B12;Stenobothrus_lineatus;M;B4;Caelifera;46.28557705;Switzerland;7.095862432;355390;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1384;insect metagenome;1234904
MEP2-B2;Stenobothrus_lineatus;F;B5.1;Caelifera;46.28508505;Switzerland;7.124605796;355390;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1361;insect metagenome;1234904
MEP2-B3;Chorthippus_parallelus;M;B3;Caelifera;46.27362922;Switzerland;7.048341589;37639;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1056;insect metagenome;1234904
MEP2-B4;Mecostethus_parapleurus;M;B1;Caelifera;46.25719122;Switzerland;7.022405752;243010;16.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;601;insect metagenome;1234904
MEP2-B5;Stenobothrus_lineatus;M;B4;Caelifera;46.28557705;Switzerland;7.095862432;355390;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1384;insect metagenome;1234904
MEP2-B6;Omocestus_viridulus;F;B5.1;Caelifera;46.28508505;Switzerland;7.124605796;294351;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1361;insect metagenome;1234904
MEP2-B7;Euthystira_brachyptera;F;B5.2;Caelifera;46.29094315;Switzerland;7.112594383;294354;15.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1712;insect metagenome;1234904
MEP2-B8;Miramella_alpina;F;B7;Caelifera;46.27627826;Switzerland;7.155130793;150816;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2074;insect metagenome;1234904
MEP2-B9;Polysarcus_denticauda;M;B7;Ensifera;46.27627826;Switzerland;7.155130793;473763;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2074;insect metagenome;1234904
MEP2-C10;Metrioptera_saussuriana;F;B5.2;Ensifera;46.29094315;Switzerland;7.112594383;323357;15.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1712;insect metagenome;1234904
MEP2-C11;Metrioptera_saussuriana;M;B4;Ensifera;46.28557705;Switzerland;7.095862432;323357;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1384;insect metagenome;1234904
MEP2-C12;Stenobothrus_lineatus;M;B3;Caelifera;46.27362922;Switzerland;7.048341589;355390;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1056;insect metagenome;1234904
MEP2-C2;Gomphocerippus_rufus;M;B3;Caelifera;46.27362922;Switzerland;7.048341589;58560;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1056;insect metagenome;1234904
MEP2-C3;Miramella_alpina;F;B8;Caelifera;46.26791258;Switzerland;7.162490295;150816;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2277;insect metagenome;1234904
MEP2-C4;Omocestus_rufipes;M;B3;Caelifera;46.27362922;Switzerland;7.048341589;660956;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1056;insect metagenome;1234904
MEP2-C5;Pholidoptera_griseoaptera;M;B1;Ensifera;46.25719122;Switzerland;7.022405752;302092;16.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;601;insect metagenome;1234904
MEP2-C6;Decticus_verrucivorus;F;B5.1;Ensifera;46.28508505;Switzerland;7.124605796;441217;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1361;insect metagenome;1234904
MEP2-C7;Gomphocerippus_rufus;M;B3;Caelifera;46.27362922;Switzerland;7.048341589;58560;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1056;insect metagenome;1234904
MEP2-C8;Stauroderus_scalaris;F;B2;Caelifera;46.26847275;Switzerland;7.032514702;7019;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP2-C9;Euthystira_brachyptera;M;B2;Caelifera;46.26847275;Switzerland;7.032514702;294354;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP2-D10;Anonconotus_alpinus;F;B7;Ensifera;46.27627826;Switzerland;7.155130793;2895733;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2074;insect metagenome;1234904
MEP2-D11;Phaneroptera_falcata;M;B1;Ensifera;46.25719122;Switzerland;7.022405752;396409;02.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;601;insect metagenome;1234904
MEP2-D12;Podisma_pedestris;M;B8;Caelifera;46.26791258;Switzerland;7.162490295;109886;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2277;insect metagenome;1234904
MEP2-D2;Stenobothrus_lineatus;M;B2;Caelifera;46.26847275;Switzerland;7.032514702;355390;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP2-D3;Podisma_pedestris;F;B8;Caelifera;46.26791258;Switzerland;7.162490295;109886;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2277;insect metagenome;1234904
MEP2-D4;Polysarcus_denticauda;M;B7;Ensifera;46.27627826;Switzerland;7.155130793;473763;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2074;insect metagenome;1234904
MEP2-D5;Phaneroptera_falcata;F;B1;Ensifera;46.25719122;Switzerland;7.022405752;396409;02.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;601;insect metagenome;1234904
MEP2-D6;Podisma_pedestris;F;B7;Caelifera;46.27627826;Switzerland;7.155130793;109886;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2074;insect metagenome;1234904
MEP2-D7;Euthystira_brachyptera;M;B8;Caelifera;46.26791258;Switzerland;7.162490295;294354;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2277;insect metagenome;1234904
MEP2-D8;Stenobothrus_lineatus;F;B2;Caelifera;46.26847275;Switzerland;7.032514702;355390;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP2-D9;Miramella_alpina;M;B7;Caelifera;46.27627826;Switzerland;7.155130793;150816;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2074;insect metagenome;1234904
MEP2-E1;Chorthippus_biguttulus;M;B2;Caelifera;46.26847275;Switzerland;7.032514702;270253;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP2-E11;Omocestus_viridulus;M;B7;Caelifera;46.27627826;Switzerland;7.155130793;294351;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2074;insect metagenome;1234904
MEP2-E2;Chorthippus_parallelus;M;B6;Caelifera;46.26808856;Switzerland;7.107608205;37639;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1836;insect metagenome;1234904
MEP2-E3;Arcyptera_fusca;F;B3;Caelifera;46.27362922;Switzerland;7.048341589;58562;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1056;insect metagenome;1234904
MEP2-E4;Metrioptera_saussuriana;F;B4;Ensifera;46.28557705;Switzerland;7.095862432;323357;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1384;insect metagenome;1234904
MEP2-E5;Gomphocerippus_rufus;F;B1;Caelifera;46.25719122;Switzerland;7.022405752;58560;16.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;601;insect metagenome;1234904
MEP2-E6;Stauroderus_scalaris;F;B5.1;Caelifera;46.28508505;Switzerland;7.124605796;7019;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1361;insect metagenome;1234904
MEP2-E7;Chorthippus_biguttulus;F;B5.2;Caelifera;46.29094315;Switzerland;7.112594383;270253;15.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1712;insect metagenome;1234904
MEP2-E8;Euthystira_brachyptera;F;B3;Caelifera;46.27362922;Switzerland;7.048341589;294354;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1056;insect metagenome;1234904
MEP2-E9;Chorthippus_parallelus;F;B2;Caelifera;46.26847275;Switzerland;7.032514702;37639;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP2-F1;Metrioptera_saussuriana;M;B7;Ensifera;46.27627826;Switzerland;7.155130793;323357;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2074;insect metagenome;1234904
MEP2-F10;Stauroderus_scalaris;F;B6;Caelifera;46.26808856;Switzerland;7.107608205;7019;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1836;insect metagenome;1234904
MEP2-F11;Stenobothrus_lineatus;M;B4;Caelifera;46.28557705;Switzerland;7.095862432;355390;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1384;insect metagenome;1234904
MEP2-F12;Gomphocerippus_rufus;F;B2;Caelifera;46.26847275;Switzerland;7.032514702;58560;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP2-F2;Mecostethus_parapleurus;F;B5.1;Caelifera;46.28508505;Switzerland;7.124605796;243010;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1361;insect metagenome;1234904
MEP2-F3;Arcyptera_fusca;M;B2;Caelifera;46.26847275;Switzerland;7.032514702;58562;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP2-F4;Phaneroptera_falcata;F;B3;Ensifera;46.27362922;Switzerland;7.048341589;396409;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1056;insect metagenome;1234904
MEP2-F5;Stauroderus_scalaris;M;B5.2;Caelifera;46.29094315;Switzerland;7.112594383;7019;15.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1712;insect metagenome;1234904
MEP2-F6;Podisma_pedestris;M;B7;Caelifera;46.27627826;Switzerland;7.155130793;109886;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2074;insect metagenome;1234904
MEP2-F7;Chorthippus_parallelus;F;B8;Caelifera;46.26791258;Switzerland;7.162490295;37639;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2277;insect metagenome;1234904
MEP2-F8;Stauroderus_scalaris;M;B1;Caelifera;46.25719122;Switzerland;7.022405752;7019;02.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;601;insect metagenome;1234904
MEP2-F9;Stenobothrus_lineatus;M;B4;Caelifera;46.28557705;Switzerland;7.095862432;355390;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1384;insect metagenome;1234904
MEP2-G1;Stauroderus_scalaris;F;B1;Caelifera;46.25719122;Switzerland;7.022405752;7019;02.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;601;insect metagenome;1234904
MEP2-G10;Euthystira_brachyptera;F;B1;Caelifera;46.25719122;Switzerland;7.022405752;294354;16.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;601;insect metagenome;1234904
MEP2-G11;Mecostethus_parapleurus;M;B2;Caelifera;46.26847275;Switzerland;7.032514702;243010;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP2-G12;Chorthippus_parallelus;M;B2;Caelifera;46.26847275;Switzerland;7.032514702;37639;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
MEP2-G2;Euthystira_brachyptera;F;B5.1;Caelifera;46.28508505;Switzerland;7.124605796;294354;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1361;insect metagenome;1234904
MEP2-G3;Stauroderus_scalaris;M;B6;Caelifera;46.26808856;Switzerland;7.107608205;7019;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1836;insect metagenome;1234904
MEP2-G4;Chorthippus_parallelus;M;B7;Caelifera;46.27627826;Switzerland;7.155130793;37639;23.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;2074;insect metagenome;1234904
MEP2-G5;Chorthippus_parallelus;F;B5.1;Caelifera;46.28508505;Switzerland;7.124605796;37639;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1361;insect metagenome;1234904
MEP2-G6;Stauroderus_scalaris;F;B4;Caelifera;46.28557705;Switzerland;7.095862432;7019;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1384;insect metagenome;1234904
MEP2-G7;Metrioptera_saussuriana;F;B6;Ensifera;46.26808856;Switzerland;7.107608205;323357;21.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;1836;insect metagenome;1234904
MEP2-G8;Arcyptera_fusca;F;B2;Caelifera;46.26847275;Switzerland;7.032514702;58562;17.08.17;Alpine orthopteran microbiome;gut;Alpine orthopteran gut microbiomes;temperate_biome [ENVO_01001831];digestive_tract [UBERON_0001555 ];digestive_tract [UBERON_0001555 ];Switzerland;743;insect metagenome;1234904
